CMDLINE streamlit run app.py
MEM 0.578125 1710721063.6323
MEM 10.031250 1710721063.7327
MEM 20.082031 1710721063.8332
MEM 26.261719 1710721063.9336
MEM 30.199219 1710721064.0340
MEM 33.550781 1710721064.1344
MEM 37.027344 1710721064.2348
MEM 41.609375 1710721064.3352
MEM 42.382812 1710721064.4356
MEM 42.898438 1710721064.5360
MEM 45.410156 1710721064.6365
MEM 47.214844 1710721064.7369
MEM 47.945312 1710721064.8375
MEM 48.085938 1710721064.9380
MEM 48.085938 1710721065.0385
MEM 48.347656 1710721065.1389
MEM 49.625000 1710721065.2394
MEM 50.656250 1710721065.3400
MEM 50.972656 1710721065.4406
MEM 50.972656 1710721065.5414
MEM 50.972656 1710721065.6420
MEM 50.972656 1710721065.7426
MEM 50.972656 1710721065.8433
MEM 50.972656 1710721065.9440
MEM 50.972656 1710721066.0446
MEM 50.972656 1710721066.1452
MEM 50.972656 1710721066.2458
MEM 50.972656 1710721066.3464
MEM 50.972656 1710721066.4471
MEM 50.972656 1710721066.5477
MEM 50.972656 1710721066.6484
MEM 50.972656 1710721066.7490
MEM 50.972656 1710721066.8497
MEM 50.972656 1710721066.9504
MEM 50.972656 1710721067.0510
MEM 50.972656 1710721067.1516
MEM 50.972656 1710721067.2523
MEM 50.972656 1710721067.3529
MEM 50.972656 1710721067.4536
MEM 50.972656 1710721067.5543
MEM 50.972656 1710721067.6549
MEM 50.972656 1710721067.7557
MEM 50.972656 1710721067.8563
MEM 50.972656 1710721067.9570
MEM 50.972656 1710721068.0575
MEM 50.972656 1710721068.1581
MEM 50.972656 1710721068.2588
MEM 50.972656 1710721068.3595
MEM 50.972656 1710721068.4603
MEM 50.972656 1710721068.5610
MEM 50.972656 1710721068.6617
MEM 50.972656 1710721068.7626
MEM 50.972656 1710721068.8631
MEM 50.972656 1710721068.9636
MEM 50.972656 1710721069.0642
MEM 50.972656 1710721069.1648
MEM 50.972656 1710721069.2656
MEM 50.972656 1710721069.3662
MEM 50.972656 1710721069.4668
MEM 50.972656 1710721069.5676
MEM 50.972656 1710721069.6683
MEM 50.972656 1710721069.7689
MEM 50.972656 1710721069.8697
MEM 50.972656 1710721069.9703
MEM 50.972656 1710721070.0711
MEM 50.972656 1710721070.1718
MEM 50.972656 1710721070.2724
MEM 50.972656 1710721070.3732
MEM 50.972656 1710721070.4737
MEM 50.972656 1710721070.5743
MEM 50.972656 1710721070.6749
MEM 50.972656 1710721070.7755
MEM 50.972656 1710721070.8762
MEM 50.972656 1710721070.9769
MEM 50.972656 1710721071.0775
MEM 50.972656 1710721071.1781
MEM 50.972656 1710721071.2788
MEM 50.972656 1710721071.3801
MEM 50.972656 1710721071.4808
MEM 50.972656 1710721071.5819
MEM 50.972656 1710721071.6825
MEM 50.972656 1710721071.7832
MEM 50.972656 1710721071.8838
MEM 50.972656 1710721071.9844
MEM 50.972656 1710721072.0850
MEM 50.972656 1710721072.1857
MEM 50.972656 1710721072.2864
MEM 50.972656 1710721072.3870
MEM 50.972656 1710721072.4878
MEM 50.972656 1710721072.5885
MEM 50.972656 1710721072.6891
MEM 50.972656 1710721072.7899
MEM 50.972656 1710721072.8905
MEM 50.972656 1710721072.9913
MEM 50.972656 1710721073.0919
MEM 50.972656 1710721073.1927
MEM 50.972656 1710721073.2933
MEM 50.972656 1710721073.3939
MEM 50.972656 1710721073.4944
MEM 50.972656 1710721073.5951
MEM 50.972656 1710721073.6958
MEM 50.972656 1710721073.7964
MEM 50.972656 1710721073.8976
MEM 50.972656 1710721073.9983
MEM 50.972656 1710721074.0988
MEM 50.972656 1710721074.1994
MEM 50.972656 1710721074.3001
MEM 50.972656 1710721074.4007
MEM 50.972656 1710721074.5013
MEM 50.972656 1710721074.6019
MEM 50.972656 1710721074.7025
MEM 50.972656 1710721074.8032
MEM 50.972656 1710721074.9039
MEM 50.972656 1710721075.0046
MEM 50.972656 1710721075.1051
MEM 50.972656 1710721075.2057
MEM 50.972656 1710721075.3062
MEM 50.972656 1710721075.4068
MEM 50.972656 1710721075.5074
MEM 50.972656 1710721075.6080
MEM 50.972656 1710721075.7086
MEM 50.972656 1710721075.8093
MEM 50.972656 1710721075.9100
MEM 50.972656 1710721076.0105
MEM 50.972656 1710721076.1111
MEM 50.972656 1710721076.2117
MEM 50.972656 1710721076.3123
MEM 50.972656 1710721076.4129
MEM 50.972656 1710721076.5135
MEM 50.972656 1710721076.6142
MEM 50.972656 1710721076.7148
MEM 50.972656 1710721076.8153
MEM 50.972656 1710721076.9160
MEM 50.972656 1710721077.0167
MEM 50.972656 1710721077.1177
MEM 50.972656 1710721077.2183
MEM 50.972656 1710721077.3193
MEM 50.972656 1710721077.4202
MEM 50.972656 1710721077.5208
MEM 50.972656 1710721077.6219
MEM 50.972656 1710721077.7228
MEM 50.972656 1710721077.8234
MEM 50.972656 1710721077.9241
MEM 50.972656 1710721078.0247
MEM 50.972656 1710721078.1252
MEM 50.972656 1710721078.2258
MEM 50.972656 1710721078.3264
MEM 50.972656 1710721078.4269
MEM 50.972656 1710721078.5275
MEM 50.972656 1710721078.6281
MEM 50.972656 1710721078.7288
MEM 50.972656 1710721078.8293
MEM 50.972656 1710721078.9299
MEM 50.972656 1710721079.0312
MEM 50.972656 1710721079.1320
MEM 50.972656 1710721079.2328
MEM 50.972656 1710721079.3337
MEM 50.972656 1710721079.4346
MEM 50.972656 1710721079.5355
MEM 50.972656 1710721079.6362
MEM 50.972656 1710721079.7368
MEM 50.972656 1710721079.8377
MEM 50.972656 1710721079.9387
MEM 50.972656 1710721080.0394
MEM 50.972656 1710721080.1401
MEM 50.972656 1710721080.2408
MEM 50.972656 1710721080.3414
MEM 50.972656 1710721080.4420
MEM 50.972656 1710721080.5431
MEM 50.972656 1710721080.6441
MEM 50.972656 1710721080.7447
MEM 50.972656 1710721080.8454
MEM 50.972656 1710721080.9461
MEM 50.972656 1710721081.0467
MEM 50.972656 1710721081.1473
MEM 50.972656 1710721081.2479
MEM 50.972656 1710721081.3485
MEM 50.972656 1710721081.4491
MEM 50.972656 1710721081.5504
MEM 50.972656 1710721081.6515
MEM 50.972656 1710721081.7523
MEM 50.972656 1710721081.8528
