Year,Month,Day,Latitude,Longitude,Crime Group
2016,1,5,16.0561915,75.83756800728975,Violent Crimes
2016,1,12,16.0561915,75.92750016788162,Legal and Regulatory Offenses
2016,1,15,16.0561915,75.81958157517137,Accidents and Public Safety
2016,1,18,16.272028685420498,75.9454866,Accidents and Public Safety
2016,1,19,16.0561915,75.89152730364488,Accidents and Public Safety
2016,1,20,16.0561915,75.93649338394081,Legal and Regulatory Offenses
2016,1,21,15.95726612334894,75.9454866,Property Crimes
2016,1,22,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2016,1,24,15.876327178816256,75.9454866,Accidents and Public Safety
2016,1,25,16.182096524828623,75.9454866,Accidents and Public Safety
2016,1,27,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2016,1,29,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2016,1,31,15.975252555467314,75.9454866,Violent Crimes
2016,2,1,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2016,2,3,15.921293259112192,75.9454866,Legal and Regulatory Offenses
2016,2,5,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2016,2,6,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2016,2,8,16.056011635678818,75.9454866,Violent Crimes
2016,2,9,15.930286475171377,75.9454866,Property Crimes
2016,2,10,15.912300043053005,75.9454866,Accidents and Public Safety
2016,2,11,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2016,2,12,15.89431361093463,75.9454866,Legal and Regulatory Offenses
2016,2,13,16.02921185182244,75.9454866,Legal and Regulatory Offenses
2016,2,15,15.984245771526504,75.9454866,Accidents and Public Safety
2016,2,17,16.0561915,75.93649338394081,Accidents and Public Safety
2016,2,24,16.083171148177563,75.9454866,Violent Crimes
2016,2,25,16.0561915,75.81058835911219,Violent Crimes
2016,3,1,16.0561915,75.8645476554673,Legal and Regulatory Offenses
2016,3,5,16.0561915,75.9409899919704,Missing Persons
2016,3,6,15.975252555467314,75.9454866,Violent Crimes
2016,3,7,15.975252555467314,75.9454866,Violent Crimes
2016,3,10,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2016,3,11,16.0561915,75.81058835911219,Legal and Regulatory Offenses
2016,3,13,16.0561915,75.801595143053,Violent Crimes
2016,3,22,16.0561915,75.9409899919704,Property Crimes
2016,3,28,16.0561915,75.91850695182244,Accidents and Public Safety
2016,3,29,16.038205067881627,75.9454866,Legal and Regulatory Offenses
2016,3,31,16.0561915,75.95447981605919,Accidents and Public Safety
2016,4,1,15.948272907289754,75.9454866,Accidents and Public Safety
2016,4,2,16.0561915,75.96347303211837,Accidents and Public Safety
2016,4,3,16.0561915,75.97246624817757,Hate Crimes and Discrimination
2016,4,7,16.0561915,75.7206561985203,Accidents and Public Safety
2016,4,13,16.0561915,75.83756800728975,Accidents and Public Safety
2016,4,14,16.0561915,75.81958157517137,Missing Persons
2016,4,17,15.912300043053005,75.9454866,Legal and Regulatory Offenses
2016,4,18,15.966259339408127,75.9454866,Accidents and Public Safety
2016,4,19,16.236055821183747,75.9454866,Legal and Regulatory Offenses
2016,4,21,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2016,4,23,16.0561915,75.97246624817757,Accidents and Public Safety
2016,4,26,16.0561915,75.84656122334893,Violent Crimes
2016,5,4,15.921293259112192,75.9454866,Property Crimes
2016,5,5,16.0561915,75.95447981605919,Accidents and Public Safety
2016,5,6,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2016,5,16,16.0561915,75.801595143053,Legal and Regulatory Offenses
2016,5,17,16.0561915,75.93649338394081,Legal and Regulatory Offenses
2016,5,18,16.0561915,75.91850695182244,Legal and Regulatory Offenses
2016,5,19,16.051694891970406,75.9454866,Accidents and Public Safety
2016,5,21,15.921293259112192,75.9454866,Legal and Regulatory Offenses
2016,5,23,16.0561915,75.9499832080296,Legal and Regulatory Offenses
2016,5,24,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2016,5,26,15.831361098520318,75.9454866,Legal and Regulatory Offenses
2016,5,27,15.858340746697882,75.9454866,Violent Crimes
2016,5,29,16.0561915,75.84656122334893,Accidents and Public Safety
2016,5,31,16.11914401241431,75.9454866,Legal and Regulatory Offenses
2016,6,1,15.966259339408127,75.9454866,Property Crimes
2016,6,2,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2016,6,4,15.975252555467314,75.9454866,Missing Persons
2016,6,5,16.047198283940812,75.9454866,Accidents and Public Safety
2016,6,12,16.0561915,75.93649338394081,Legal and Regulatory Offenses
2016,6,14,15.975252555467314,75.9454866,Accidents and Public Safety
2016,6,16,15.921293259112192,75.9454866,Property Crimes
2016,6,17,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2016,6,18,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2016,6,21,16.0561915,75.8735408715265,Accidents and Public Safety
2016,6,23,15.966259339408127,75.9454866,Legal and Regulatory Offenses
2016,6,25,16.236055821183747,75.9454866,Violent Crimes
2016,6,28,16.0561915,75.8645476554673,Violent Crimes
2016,6,29,16.0561915,75.9409899919704,Violent Crimes
2016,7,4,16.0561915,75.96347303211837,Accidents and Public Safety
2016,7,5,15.89431361093463,75.9454866,Legal and Regulatory Offenses
2016,7,7,15.89431361093463,75.9454866,Other Crimes
2016,7,9,16.0561915,75.8735408715265,Legal and Regulatory Offenses
2016,7,12,16.0561915,75.81058835911219,Violent Crimes
2016,7,13,16.0561915,75.83756800728975,Accidents and Public Safety
2016,7,14,16.0561915,75.97246624817757,Accidents and Public Safety
2016,7,17,15.966259339408127,75.9454866,Legal and Regulatory Offenses
2016,7,18,15.930286475171377,75.9454866,Violent Crimes
2016,7,19,16.0561915,75.78360871093463,Legal and Regulatory Offenses
2016,7,20,16.0561915,75.9409899919704,Property Crimes
2016,7,22,15.930286475171377,75.9454866,Violent Crimes
2016,7,27,16.002232203644876,75.9454866,Legal and Regulatory Offenses
2016,7,28,16.0561915,75.9454866,Property Crimes
2016,7,29,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2016,7,31,16.02921185182244,75.9454866,Legal and Regulatory Offenses
2016,8,1,16.0561915,75.89152730364488,Legal and Regulatory Offenses
2016,8,2,15.876327178816256,75.9454866,Missing Persons
2016,8,3,16.0561915,75.89152730364488,Accidents and Public Safety
2016,8,4,16.0561915,75.93829202715264,Accidents and Public Safety
2016,8,5,16.236055821183747,75.9454866,Legal and Regulatory Offenses
2016,8,6,15.966259339408127,75.9454866,Violent Crimes
2016,8,9,16.236055821183747,75.9454866,Missing Persons
2016,8,10,15.930286475171377,75.9454866,Violent Crimes
2016,8,11,16.0561915,75.8735408715265,Accidents and Public Safety
2016,8,13,15.95726612334894,75.9454866,Legal and Regulatory Offenses
2016,8,20,15.984245771526504,75.9454866,Property Crimes
2016,8,21,16.0561915,75.81958157517137,Accidents and Public Safety
2016,8,22,16.0561915,75.96347303211837,Accidents and Public Safety
2016,8,23,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2016,8,24,16.0561915,75.85555443940812,Violent Crimes
2016,8,25,16.02921185182244,75.9454866,Legal and Regulatory Offenses
2016,8,26,16.0561915,75.96347303211837,Accidents and Public Safety
2016,8,27,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2016,8,28,15.831361098520318,75.9454866,Legal and Regulatory Offenses
2016,8,29,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2016,8,31,16.05529217839408,75.9454866,Accidents and Public Safety
2016,9,1,16.0561915,75.91850695182244,Accidents and Public Safety
2016,9,3,16.0561915,75.95447981605919,Accidents and Public Safety
2016,9,5,16.0561915,75.82857479123057,Violent Crimes
2016,9,9,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2016,9,13,16.02921185182244,75.9454866,Property Crimes
2016,9,15,16.0561915,75.88253408758568,Accidents and Public Safety
2016,9,17,16.0561915,75.92750016788162,Accidents and Public Safety
2016,9,21,16.0561915,75.9499832080296,Legal and Regulatory Offenses
2016,9,27,16.05574183919704,75.9454866,Legal and Regulatory Offenses
2016,9,29,16.0561915,75.81958157517137,Accidents and Public Safety
2016,9,30,15.930286475171377,75.9454866,Violent Crimes
2016,10,4,16.0561915,75.95447981605919,Property Crimes
2016,10,7,15.89431361093463,75.9454866,Legal and Regulatory Offenses
2016,10,8,16.0561915,75.9454866,Legal and Regulatory Offenses
2016,10,10,16.0561915,75.93649338394081,Legal and Regulatory Offenses
2016,10,13,16.101157580295936,75.9454866,Violent Crimes
2016,10,14,16.101157580295936,75.9454866,Violent Crimes
2016,10,17,16.0561915,75.81058835911219,Violent Crimes
2016,10,20,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2016,10,23,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2016,10,24,15.930286475171377,75.9454866,Property Crimes
2016,10,26,16.011225419704065,75.9454866,Missing Persons
2016,10,28,16.02921185182244,75.9454866,Accidents and Public Safety
2016,11,8,16.0561915,75.97246624817757,Legal and Regulatory Offenses
2016,11,9,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2016,11,14,16.0561915,75.93649338394081,Accidents and Public Safety
2016,11,27,15.876327178816256,75.9454866,Violent Crimes
2016,11,28,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2016,11,30,16.020218635763253,75.9454866,Legal and Regulatory Offenses
2016,12,3,16.0561915,75.95178185124144,Legal and Regulatory Offenses
2016,12,8,16.19108974088781,75.9454866,Violent Crimes
2016,12,9,15.921293259112192,75.9454866,Violent Crimes
2016,12,19,16.0561915,75.90951373576324,Accidents and Public Safety
2016,12,23,16.02921185182244,75.9454866,Legal and Regulatory Offenses
2016,12,28,16.0561915,75.93649338394081,Accidents and Public Safety
2016,12,29,16.02921185182244,75.9454866,Legal and Regulatory Offenses
2016,12,30,16.0561915,76.05340519271024,Accidents and Public Safety
2017,1,2,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2017,1,3,16.0561915,75.93649338394081,Accidents and Public Safety
2017,1,6,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,1,7,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2017,1,10,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,1,16,16.19108974088781,75.9454866,Legal and Regulatory Offenses
2017,1,18,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,1,19,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,1,20,16.051694891970406,75.9454866,Violent Crimes
2017,1,27,16.0561915,75.93649338394081,Legal and Regulatory Offenses
2017,1,28,16.0561915,75.81058835911219,Legal and Regulatory Offenses
2017,1,30,15.89431361093463,75.9454866,Legal and Regulatory Offenses
2017,1,31,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,2,2,16.101157580295936,75.9454866,Legal and Regulatory Offenses
2017,2,6,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2017,2,7,16.0561915,75.82857479123057,Accidents and Public Safety
2017,2,9,16.0561915,75.82857479123057,Legal and Regulatory Offenses
2017,2,10,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,2,11,16.049896248758568,75.9454866,Accidents and Public Safety
2017,2,15,16.0561915,75.96347303211837,Accidents and Public Safety
2017,2,17,15.975252555467314,75.9454866,Violent Crimes
2017,2,18,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2017,2,20,16.0561915,75.83756800728975,Legal and Regulatory Offenses
2017,2,22,16.02921185182244,75.9454866,Property Crimes
2017,2,24,16.051694891970406,75.9454866,Accidents and Public Safety
2017,2,25,15.858340746697882,75.9454866,Crimes Against Public Servants
2017,2,26,16.0561915,75.9409899919704,Property Crimes
2017,3,1,15.95726612334894,75.9454866,Legal and Regulatory Offenses
2017,3,2,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2017,3,4,16.0561915,75.82857479123057,Legal and Regulatory Offenses
2017,3,7,16.0561915,76.06239840876944,Legal and Regulatory Offenses
2017,3,8,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2017,3,11,16.1281372284735,75.9454866,Violent Crimes
2017,3,12,16.0561915,75.98145946423675,Legal and Regulatory Offenses
2017,3,13,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,3,14,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,3,17,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,3,21,16.0561915,75.90951373576324,Accidents and Public Safety
2017,3,23,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,3,24,15.930286475171377,75.9454866,Property Crimes
2017,3,26,16.0561915,75.81958157517137,Violent Crimes
2017,3,27,15.966259339408127,75.9454866,Legal and Regulatory Offenses
2017,4,6,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2017,4,10,15.876327178816256,75.9454866,Violent Crimes
2017,4,12,16.0561915,75.9454866,Hate Crimes and Discrimination
2017,4,13,15.858340746697882,75.9454866,Legal and Regulatory Offenses
2017,4,15,16.051694891970406,75.9454866,Legal and Regulatory Offenses
2017,4,18,15.993238987585691,75.9454866,Violent Crimes
2017,4,23,16.0561915,75.91850695182244,Accidents and Public Safety
2017,4,24,15.831361098520318,75.9454866,Legal and Regulatory Offenses
2017,4,27,15.912300043053005,75.9454866,Accidents and Public Safety
2017,5,4,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,5,7,16.0561915,75.83756800728975,Accidents and Public Safety
2017,5,9,16.047198283940812,75.9454866,Accidents and Public Safety
2017,5,10,16.182096524828623,75.9454866,Missing Persons
2017,5,11,16.051694891970406,75.9454866,Legal and Regulatory Offenses
2017,5,12,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,5,14,16.236055821183747,75.9454866,Legal and Regulatory Offenses
2017,5,15,16.0561915,75.83756800728975,Legal and Regulatory Offenses
2017,5,16,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,5,19,16.1281372284735,75.9454866,Violent Crimes
2017,5,21,15.858340746697882,75.9454866,Violent Crimes
2017,5,22,15.858340746697882,75.9454866,Violent Crimes
2017,5,24,15.831361098520318,75.9454866,Accidents and Public Safety
2017,5,26,16.0561915,75.81958157517137,Legal and Regulatory Offenses
